step,person-uninformed_num,person-uninformed_coverage,person-disinformed_num,person-disinformed_coverage,informator-not-informing_num,informator-not-informing_coverage,disinformator-disinforming_num,disinformator-disinforming_coverage,informator-informing_num,informator-informing_coverage,person-informed_num,person-informed_coverage
305,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
306,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
307,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
308,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
309,,,43,0.08634538152610442,,,1,1.0,1,1.0,455,0.9136546184738956
310,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
311,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
312,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
313,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
314,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
315,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
316,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
317,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
318,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
319,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
320,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
321,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
322,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
323,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
324,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
325,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
326,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
327,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
328,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
329,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
330,,,39,0.0783132530120482,,,1,1.0,1,1.0,459,0.9216867469879518
331,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
332,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
333,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
334,,,39,0.0783132530120482,,,1,1.0,1,1.0,459,0.9216867469879518
335,,,39,0.0783132530120482,,,1,1.0,1,1.0,459,0.9216867469879518
336,,,39,0.0783132530120482,,,1,1.0,1,1.0,459,0.9216867469879518
337,,,39,0.0783132530120482,,,1,1.0,1,1.0,459,0.9216867469879518
338,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
